aspect,site,siteUn,depth,year,trial_id_each_depth,trial_id_combined_depths,season,deploydate,old_id,new_id,was_plain_rubble_first,trial,branched,size_cat,size_cat_adjusted_to_flume_exp,axial_l,thickness_1,thickness_2,thickness_3,avg_thickness,span_any_way,span_width_ways,num_branches,branch1_l,branch2_l,branch3_l,avg_branch_l,branches_opposing,dry_wt,vol_start,vol_end,wet_wt,buoy_wt,vol,density,day,moved_at_all,moved_at_all_over_1_cm,flipped_from_previous_day_y_or_n,diag_dist,avg_slope_angle_transect.1,starting_substrate_new,CORRECTED_avg_peak_U,CORRECTED_fastest_peak_U
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6041,6041,No,Yellow_Rubble,Yes,Medium,Medium,14,1.2,1.3,1.6,1.366666667,14,6.8,4,1,6,3.1,3.366666667,Yes,71.78,1050,1090,79,42.7,40,1.975,3,1,0,N,1,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6142,6142,No,Yellow_Rubble,No,Small,Medium,8.1,1.7,1.5,1.2,1.466666667,8.1,1.7,0,NA,NA,NA,0,NA,17.68,73,85.5,21.6,9.5,12.5,1.728,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6048,6048,No,Yellow_Rubble,No,Large,Large ,19.4,2.2,2.8,2.1,2.366666667,19.4,2.8,0,NA,NA,NA,0,NA,99.58,415,483,120.6,53.9,68,1.773529412,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6042,6042,No,Yellow_Rubble,Yes,Small,Small,6,1.5,1.4,1,1.3,6,4.6,5,2.9,1.2,2,2.033333333,Yes,19.68,416,428,22.7,10.8,12,1.891666667,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6092,6092,No,Yellow_Rubble,Yes,Large,Large ,16.6,2.1,2.3,2.3,2.233333333,16.6,6.7,1,8.1,NA,NA,8.1,NA,139.08,1060,1135,153.6,80.5,75,2.048,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6029,6029,No,Yellow_Rubble,Yes,Small,Small,5.5,1,1,0.9,0.966666667,6.2,3.8,3,1,2.5,1.7,1.733333333,Yes,12.48,415,422,14.3,6.7,7,2.042857143,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6049,6049,No,Yellow_Rubble,Yes,Medium,Medium,10.3,1.7,1.5,1.5,1.566666667,13.9,1.7,2,7.2,4.7,NA,5.95,No,49.18,1060,1090,56.9,28.3,30,1.896666667,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6126,6126,No,Yellow_Rubble,No,Small,Small,8,1.6,1.9,0.7,1.4,8,1.9,0,NA,NA,NA,0,NA,15.28,182,192,17.3,8.5,10,1.73,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6023,6023,No,Yellow_Rubble,Yes,Small,Small,5.8,1.3,1.5,1.7,1.5,5.8,3.2,2,1.6,1.4,NA,1.5,No,17.68,181,192,19.9,10,11,1.809090909,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6030,6030,No,Yellow_Rubble,Yes,Medium,Medium,12.8,2,2,2.3,2.1,12.8,6.5,3,2,2.5,3.4,2.633333333,Yes,86.78,1060,1100,95.7,48.8,40,2.3925,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6120,6120,No,Yellow_Rubble,No,Medium,Medium,11.9,2.4,2.3,1.9,2.2,11.9,2.5,0,NA,NA,NA,0,NA,65.58,126,167,74.9,36,41,1.826829268,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6140,6140,No,Yellow_Rubble,Yes,Small,Small,7.6,1.3,1.3,1.2,1.266666667,7.9,6.7,8,3,1.6,1,1.866666667,Yes,33.68,1120,1140,38.4,18.6,20,1.92,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6039,6039,No,Yellow_Rubble,Yes,Medium,Medium,14.7,2,2,2,2,14.7,3.9,1,2.2,NA,NA,2.2,NA,87.08,415,467,97.3,47.8,52,1.871153846,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6127,6127,No,Yellow_Rubble,Yes,Medium,Medium,14.7,1.5,1.2,1.4,1.366666667,19,5.9,9,3.6,6.5,1.3,3.8,Yes,93.98,110,150,103.3,56.1,40,2.5825,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6149,6149,No,Yellow_Rubble,No,Medium,Medium,14.7,2.3,1.9,1.2,1.8,14.7,2.3,0,NA,NA,NA,0,NA,44.28,195,222,52,25.8,27,1.925925926,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6028,6028,No,Yellow_Rubble,Yes,Large,Medium,10,1.7,0.6,1.4,1.233333333,12.3,1.5,4,4,2.6,2.3,2.966666667,Yes,76.82,1060,1095,66.2,33.9,35,1.891428571,3,1,1,N,2.236067977,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6001,6001,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.3,1.4,1.5,1.4,12.8,8.5,5,4.5,3.7,1,3.066666667,Yes,51.08,1120,1140,56.3,30.1,20,2.815,3,1,0,N,1,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6037,6037,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.6,1.5,1.5,1.533333333,12.8,5.1,2,2,3.5,NA,2.75,Yes,51.88,420,450,57,28.7,30,1.9,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6015,6015,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.7,1.6,2,1.766666667,13.2,4.6,2,3,3.2,NA,3.1,Yes,63.88,720,758,72.4,33.7,38,1.905263158,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6077,6077,No,Yellow_Rubble,No,Medium,Medium,12.8,2.3,2,1.2,1.833333333,12.8,2.3,0,NA,NA,NA,0,NA,54.88,194,227,62.6,31.6,33,1.896969697,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6080,6080,No,Yellow_Rubble,No,Large,Large ,19.9,4.4,3.5,2.7,3.533333333,19.9,4.4,0,NA,NA,NA,0,NA,196.78,1100,1205,226.3,109.7,105,2.155238095,3,1,0,N,1,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6009,6009,No,Yellow_Rubble,No,Small,Small,6.7,2.2,1.5,1.4,1.7,6.7,2.2,0,NA,NA,NA,0,NA,16.28,80,91.5,19,8.6,11.5,1.652173913,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6084,6084,No,Yellow_Rubble,No,Large,Large ,18.6,1.5,1.5,1.2,1.4,18.6,1.5,0,NA,NA,NA,0,NA,52.38,210,240.5,58.4,29.8,30.5,1.914754098,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6032,6032,No,Yellow_Rubble,No,Small,Small,6,1.5,1.6,1.5,1.533333333,6,1.6,0,NA,NA,NA,0,NA,14.68,73,84.5,18,7.9,11.5,1.565217391,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6047,6047,No,Yellow_Rubble,No,Small,Small,5.7,1.3,1.4,1.5,1.4,5.7,1.5,0,NA,NA,NA,0,NA,14.78,86,95,16.9,8.4,9,1.877777778,3,1,1,Y,2,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6147,6147,No,Yellow_Rubble,Yes,Large,Large ,18.4,1.8,1.4,1.2,1.466666667,18.4,5.7,4,1.2,3.8,4.8,3.266666667,Yes,63.28,1060,1095,70.6,37,35,2.017142857,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6118,6118,No,Yellow_Rubble,No,Medium,Medium,13.4,2,3.4,2,2.466666667,13.4,3.4,0,NA,NA,NA,0,NA,74.78,196.5,243,85.2,41,46.5,1.832258065,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6043,6043,No,Yellow_Rubble,No,Medium,Medium,12.5,1.8,1.8,1.6,1.733333333,12.5,1.8,0,NA,NA,NA,0,NA,33.58,178,198,40,15.4,20,2,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6087,6087,No,Yellow_Rubble,Yes,Large,Large ,18.8,2.3,2.9,2.2,2.466666667,18.8,4.5,1,2.5,NA,NA,2.5,NA,106.98,1060,1120,124.3,59.8,60,2.071666667,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6001,6001,No,Yellow_Rubble,Yes,Medium,Medium,11.5,1.3,1.4,1.5,1.4,12.8,8.5,5,4.5,3.7,1,3.066666667,Yes,51.08,1120,1140,56.3,30.1,20,2.815,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6134,6134,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.3,1.4,1.5,1.4,13.9,5.2,3,1.2,4.6,1.4,2.4,Yes,69.18,1120,1147,71.7,43,27,2.655555556,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6089,6089,No,Yellow_Rubble,Yes,Small,Small,6.9,1.6,1.5,1.3,1.466666667,6.9,2.6,1,1,NA,NA,1,NA,26.78,194,215,27.8,16.6,21,1.323809524,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6132,6132,No,Yellow_Rubble,No,Medium,Medium,13.3,1.9,1.8,1.9,1.866666667,13.3,1.9,0,NA,NA,NA,0,NA,60.58,196,231,67.8,35,35,1.937142857,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6145,6145,No,Yellow_Rubble,No,Large,Large ,19.2,2.9,1.9,1.7,2.166666667,19.2,2.9,0,NA,NA,NA,0,NA,75.78,415,460,85.5,42.2,45,1.9,3,1,1,N,1.414213562,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6088,6088,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.7,1.5,1.8,1.666666667,12.8,5.1,2,3,1.6,NA,2.3,Yes,53.58,1120,1156,61.8,29.5,36,1.716666667,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6144,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,3,1,1,N,2,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6130,6130,No,Yellow_Rubble,Yes,Medium,Large ,15.5,1.7,1.8,1.9,1.8,15.5,3.7,1,1.6,NA,NA,1.6,NA,52.28,450,482,61.1,28.6,32,1.909375,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6094,6094,No,Yellow_Rubble,Yes,Medium,Medium,13.9,2,2.2,2.3,2.166666667,13.9,5.5,2,1.8,1.9,NA,1.85,No,53.38,1140,1175,62.8,30,35,1.794285714,3,1,1,N,2,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6148,6148,No,Yellow_Rubble,Yes,Large,Large ,16.8,2.2,1.8,1.7,1.9,16.8,6.5,7,5,3,1.1,3.033333333,Yes,101.28,1120,1180,117.1,58.8,60,1.951666667,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6026,6026,No,Yellow_Rubble,Yes,Medium,Medium,13.5,1.4,1.4,1.2,1.333333333,13.5,3.2,1,3.6,NA,NA,3.6,NA,36.18,198,226,41.7,19.4,28,1.489285714,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6031,6031,No,Yellow_Rubble,No,Small,Small,6.9,1.5,1.6,1.7,1.6,6.9,1.7,0,NA,NA,NA,0,NA,21.88,84,96,23.9,12.5,12,1.991666667,3,0,0,N,0,2.941176471,sand,0.175048762,0.218249674
Lagoon,2,2,2m,2018,19A,10B,W_Monsoon,29/8/2018,6083,6083,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.8,1.8,1.7,1.766666667,12.2,5.5,4,1.2,2.2,1.7,1.7,Yes,66.28,1060,1100,76.5,36.8,40,1.9125,3,0,0,N,0,2.941176471,rubble,0.175048762,0.218249674
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5990,6024,Yes,Yellow_Rubble,Yes,Large,Large ,19.8,1.8,1.8,1.6,1.733333333,19.8,8.2,2,2.5,7,NA,4.75,Yes,108.08,Doesn't fit,Doesn't fit,122.5,61.1,58.500888,2.093985308,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5785,6087,No,Yellow_Rubble,Yes,Large,Large ,18.8,2.3,2.9,2.2,2.466666667,18.8,4.5,1,2.5,NA,NA,2.5,NA,106.98,1060,1120,124.3,59.8,60,2.071666667,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5781,6080,No,Yellow_Rubble,No,Large,Large ,19.9,4.4,3.5,2.7,3.533333333,19.9,4.4,0,NA,NA,NA,0,NA,196.78,1100,1205,226.3,109.7,105,2.155238095,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4905,6010,No,Yellow_Rubble,No,Small,Small,5.9,1.1,1.1,1.2,1.133333333,5.9,1.2,0,NA,NA,NA,0,NA,10.83,,,12.414488,5.507596,8.310163,1.493892238,1,0,0,Y,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5987,5987,Yes,Yellow_Rubble,Yes,Large,Large ,20,1.8,1.7,1.3,1.6,20.74246851,5.6,1,2.2,NA,NA,2.2,NA,67.2,,,75.75182,37.70614,37.40272,2.025302438,1,0,0,Y,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4934,6018,No,Yellow_Rubble,No,Small,Small,6.5,1.7,1.6,1,1.433333333,6.5,1.7,0,NA,NA,NA,0,NA,14.28,75,85,16.8,7.3,10,1.68,1,1,1,N,5.590169944,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5260,5260,Yes,Yellow_Rubble,No,Medium,Large ,15.1,1.9,1.7,1.7,1.766666667,15.1,1.9,0,NA,NA,NA,0,NA,57.23,,,64.549528,32.011276,32.257203,2.001088811,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5262,6017,Yes,Yellow_Rubble,No,Small,Small,7.5,1.4,1.3,1.4,1.366666667,7.5,1.4,0,NA,NA,NA,0,NA,19.08,72,83,21.2,11.3,11,1.927272727,1,1,1,Y,2,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5279,6096,No,Yellow_Rubble,No,Medium,Medium,14.6,2.8,2.4,2.3,2.5,14.6,2.8,0,NA,NA,NA,0,NA,103.18,188,226,122.3,57.4,38,3.218421053,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5274,6088,No,Yellow_Rubble,Yes,Medium,Medium,12.8,1.7,1.5,1.8,1.666666667,12.8,5.1,2,3,1.6,NA,2.3,Yes,53.58,1120,1156,61.8,29.5,36,1.716666667,1,0,0,N,0,2.975609756,sand,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5288,5288,Yes,Yellow_Rubble,Yes,Medium,Medium,14.2,1.6,2.4,1.4,1.8,18.2,5.5,2,2.2,3.2,NA,2.7,Yes,52.82,,,59.594452,29.492284,29.981202,1.987727243,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4947,6006,No,Yellow_Rubble,Yes,Small,Small,6.2,1,1.2,0.7,0.966666667,6.2,4,10,1,2.9,2.1,2,Yes,20.58,423,435,24.8,11.4,12,2.066666667,1,1,0,N,1,2.975609756,sand,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5794,5794,Yes,Yellow_Rubble,Yes,Small,Small,7.9,1.7,2.2,1.3,1.733333333,8.381527307,5.6,3,1.6,3,3.8,2.8,YES,34.31,,,38.796616,18.919372,20.428191,1.899170416,1,1,1,N,1.95,2.975609756,sand,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5298,5298,Yes,Yellow_Rubble,No,Medium,Medium,13.5,2.4,1.6,4.2,2.733333333,13.5,4.2,0,NA,NA,NA,0,NA,53.28,,,60.111308,29.755036,30.218608,1.98921499,1,1,0,N,1,2.975609756,sand,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4932,6146,No,Yellow_Rubble,Yes,Small,Small,5.5,1.6,1.8,1.4,1.6,6.1,4.6,1,2.9,NA,NA,2.9,NA,21.78,415,428,24.7,12,13,1.9,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5786,6025,Yes,Yellow_Rubble,Yes,Small,Small,7.7,1.3,1.3,1.3,1.3,7.7,5.1,2,1.8,1.3,NA,1.55,No,33.58,417,437,37.7,17.1,20,1.885,1,1,1,Y,1.5,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5278,6083,No,Yellow_Rubble,Yes,Medium,Medium,12.2,1.8,1.8,1.7,1.766666667,12.2,5.5,4,1.2,2.2,1.7,1.7,Yes,66.28,1060,1100,76.5,36.8,40,1.9125,1,1,1,N,1.5,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5251,5251,Yes,Yellow_Rubble,No,Medium,Medium,12.1,1.5,1.7,1.2,1.466666667,12.1,2.5,0,NA,NA,NA,0,NA,45.8,,,51.70678,25.48246,26.35818,1.961697659,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5277,6002,No,Yellow_Rubble,No,Medium,Medium,14.2,2.6,3,3.2,2.933333333,14.2,3.2,0,NA,NA,NA,0,NA,139.98,397,478,161.2,80.7,81,1.990123457,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5272,6015,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.7,1.6,2,1.766666667,13.2,4.6,2,3,3.2,NA,3.1,Yes,63.88,720,758,72.4,33.7,38,1.905263158,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5796,5796,Yes,Yellow_Rubble,Yes,Medium,Medium,12.4,3,3.3,3.4,3.233333333,12.83160161,6.6,3,1.3,1.4,3.4,2.033333333,Yes,80.17,,,90.324912,45.114604,44.096537,2.048344794,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5255,6134,No,Yellow_Rubble,Yes,Medium,Medium,13.2,1.3,1.4,1.5,1.4,13.9,5.2,3,1.2,4.6,1.4,2.4,Yes,69.18,1120,1147,71.7,43,27,2.655555556,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5286,5286,Yes,Yellow_Rubble,Yes,Medium,Medium,14.2,2,2.2,2.1,2.1,14.61309344,6.9,3,4.3,2.1,1.4,2.6,Yes,114.5,,,128.8981,64.7239,61.81425,2.085248951,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5799,6145,No,Yellow_Rubble,No,Large,Large ,19.2,2.9,1.9,1.7,2.166666667,19.2,2.9,0,NA,NA,NA,0,NA,75.78,415,460,85.5,42.2,45,1.9,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5271,6093,No,Yellow_Rubble,Yes,Medium,Medium,13.3,1.9,2,1.8,1.9,13.3,3.5,3,1.3,2.5,1.7,1.833333333,Yes,78.08,400,440,86.6,45.1,40,2.165,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5261,6086,No,Yellow_Rubble,Yes,Medium,Medium,11.6,2.7,1.5,1.5,1.9,12.5,8.7,6,3.1,6.1,7.5,5.566666667,Yes,88.48,Doesn't fit,Doesn't fit,95.3,47,48.385328,1.969605332,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5275,6085,No,Yellow_Rubble,Yes,Medium,Medium,12.4,1.4,1.7,1.3,1.466666667,12.4,9.1,2,4.1,4.6,NA,4.35,Yes,41.18,1120,1147,45.4,18.1,27,1.681481481,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5269,6097,No,Yellow_Rubble,No,Medium,Medium,12.5,1.9,1.4,1.4,1.566666667,12.5,2.4,0,NA,NA,NA,0,NA,28.88,170,187,33.7,15.9,17,1.982352941,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4939,6144,No,Yellow_Rubble,Yes,Small,Small,6.7,1,1.3,1.6,1.3,6.7,5.2,3,2.3,2,1.9,2.066666667,Yes,17.68,420,432,20.4,10,12,1.7,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4941,6019,No,Yellow_Rubble,No,Small,Medium,8.6,2.5,1.8,1.8,2.033333333,8.6,2.5,0,NA,NA,NA,0,NA,27.48,142,160,31,15.9,18,1.722222222,1,1,1,Y,2,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,6000,6082,No,Yellow_Rubble,Yes,Large,Large ,21,2.4,2.2,1.8,2.133333333,21,5.2,2,1,2,NA,1.5,Yes,140.98,1100,1180,156.9,78.9,80,1.96125,1,1,1,Y,3.605551275,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5795,6098,No,Yellow_Rubble,Yes,Large,Large ,18.6,1.8,1.2,0.8,1.266666667,18.6,5.8,3,1.5,5.7,1.1,2.766666667,Yes,59.48,1100,1130,65.9,35.6,30,2.196666667,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5984,6008,Yes,Yellow_Rubble,Yes,Medium,Medium,12.5,2,1.8,2,1.933333333,20.4,8.3,3,2.5,5.3,15.3,7.7,Yes,172.68,1140,1230,190.3,98.8,90,2.114444444,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,5252,6007,Yes,Yellow_Rubble,Yes,Small,Small,8,2,1.6,1.2,1.6,8,2.8,1,1.5,NA,NA,1.5,NA,18.58,181,195,22.2,10.6,14,1.585714286,1,1,1,Y,1.5,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4928,6014,No,Yellow_Rubble,No,Small,Small,7,1.7,1.8,1.9,1.8,7,1.9,0,NA,NA,NA,0,NA,23.18,85,99,26.1,13.1,14,1.864285714,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4938,6136,No,Yellow_Rubble,Yes,Small,Small,6.2,1.3,1.5,1.3,1.366666667,7.7,3.7,1,2.4,NA,NA,2.4,NA,24.31,,,27.560616,13.207372,15.267191,1.805218524,1,1,0,N,1,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4948,6020,No,Yellow_Rubble,No,Small,Small,6.2,1.4,1.8,1.5,1.566666667,6.2,1.8,0,NA,NA,NA,0,NA,15.28,181,191,17.6,8.7,10,1.76,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
Lagoon,3,3,2m,2017,3A,2B,NE_Monsoon,21/12/2017,4931,6090,No,Yellow_Rubble,Yes,Small,Small,6.8,1.7,1.5,1.4,1.533333333,6.8,4,1,2.7,NA,NA,2.7,NA,17.48,415,427,20.1,8.3,12,1.675,1,0,0,N,0,2.975609756,rubble ,0.122666313,0.187713539
