Run,locking,substrate,size,pieceno,unique,axial_length_mm,widest_span_mm,width_ways_span,thickness_1,thickness_2,thickness_3,avg_thickness,avg_thickness_m,branched,no_branches,branch_1,branch_2,branch_3,avg_branch,dry_weight,dry_weight_corr,wet_weight,wet_weight_corr,mass_water,vol_water_in_voids,buoyant_weight,wet_coral_vol,dry_coral_vol,coral_wet_dens,coral_dry_dens,porosity,wave_period,wave_height_m,water_depth_m,E_value,calculated velocity_corrected,linear_wave_theory_velocity,Hs,T,depth_m,KC,FItoFD,24overKC2,InertiaSig,MaximumFrom,rock,walk_slide,flip,transport_after_slide_or_flip,movement_at_all,transport,greatest_movement_type-no_transport,greatest_movement_type-no_transport_walk_slide_combined,greatest_movement_type-transport,Waves,Remove_for_flip_analysis_but_not_movement_analysis
7182,Free,Sand,Boulder,3,3B,135,135,73,12,22,22,18.66666667,0.018666667,Plate/Massive,NA,NA,NA,NA,NA,172.09,171.87,185.79,185.57,13.7,13.72756495,93.4,90,76.27243505,2.061888889,2.253369778,0.152528499,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,32.45203442,0.304128988,0.022789111,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7183,Free,Sand,Boulder,3,3B,135,135,73,12,22,22,18.66666667,0.018666667,Plate/Massive,NA,NA,NA,NA,NA,172.09,171.87,185.79,185.57,13.7,13.72756495,93.4,90,76.27243505,2.061888889,2.253369778,0.152528499,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,32.45203442,0.304128988,0.022789111,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7184,Free,Sand,Boulder,3,3B,135,135,73,12,22,22,18.66666667,0.018666667,Plate/Massive,NA,NA,NA,NA,NA,172.09,171.87,185.79,185.57,13.7,13.72756495,93.4,90,76.27243505,2.061888889,2.253369778,0.152528499,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,32.45203442,0.304128988,0.022789111,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7185,Free,Sand,Large,5,4908,176,180,10,17,14,9,13.33333333,0.013333333,Branched,9,76,51,10,45.66666667,129.14,128.92,140.69,140.47,11.55,11.57323906,78.7,30,22.62519138,4.109666667,5.123934557,0.245826954,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.63689619,0.927865067,0.212119893,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7186,Free,Sand,Large,5,4908,176,180,10,17,14,9,13.33333333,0.013333333,Branched,9,76,51,10,45.66666667,129.14,128.92,140.69,140.47,11.55,11.57323906,78.7,30,22.62519138,4.109666667,5.123934557,0.245826954,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.63689619,0.927865067,0.212119893,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7187,Free,Sand,Large,5,4908,176,180,10,17,14,9,13.33333333,0.013333333,Branched,9,76,51,10,45.66666667,129.14,128.92,140.69,140.47,11.55,11.57323906,78.7,30,22.62519138,4.109666667,5.123934557,0.245826954,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.63689619,0.927865067,0.212119893,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7188,Free,Sand,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.50951657,1.159831386,0.331437363,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7189,Free,Sand,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.50951657,1.159831386,0.331437363,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7190,Free,Sand,Medium,5,5M,92,94,29,18,16,16,16.66666667,0.016666667,Branched,1,12,NA,NA,12,,-0.22,40.48,40.26,40.48,40.56144739,20.5,15,-25.56144739,2.684,0.008606711,2.704096492,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.50951657,1.159831386,0.331437363,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7191,Free,Sand,XL,5,5285,240,240,17,17,16,12,15,0.015,Unbranched,0,NA,NA,NA,NA,67.05,66.83,74.3,74.08,7.25,7.264587291,35.7,40,32.73541271,1.852,2.041520008,0.181614682,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.4550186,1.043848227,0.268464253,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7192,Free,Sand,XL,5,5285,240,240,17,17,16,12,15,0.015,Unbranched,0,NA,NA,NA,NA,67.05,66.83,74.3,74.08,7.25,7.264587291,35.7,40,32.73541271,1.852,2.041520008,0.181614682,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.4550186,1.043848227,0.268464253,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7193,Free,Sand,XL,5,5285,240,240,17,17,16,12,15,0.015,Unbranched,0,NA,NA,NA,NA,67.05,66.83,74.3,74.08,7.25,7.264587291,35.7,40,32.73541271,1.852,2.041520008,0.181614682,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.4550186,1.043848227,0.268464253,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7194,Free,Sand,XXL,5,5786,350,350,68,25,8,11,14.66666667,0.014666667,Branched,3,34,21,10,21.66666667,201.01,200.79,219.36,219.14,18.35,18.38692094,117.8,,-18.38692094,#DIV/0!,-7.920262326,#DIV/0!,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7195,Free,Sand,XXL,5,5786,350,350,68,25,8,11,14.66666667,0.014666667,Branched,3,34,21,10,21.66666667,201.01,200.79,219.36,219.14,18.35,18.38692094,117.8,,-18.38692094,#DIV/0!,-1.920262326,#DIV/0!,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7196,Free,Sand,XXL,5,5786,350,350,68,25,8,11,14.66666667,0.014666667,Branched,3,34,21,10,21.66666667,201.01,200.79,219.36,219.14,18.35,18.38692094,117.8,,-18.38692094,#DIV/0!,4.079737674,#DIV/0!,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7197,Free,Sand,Small,6,5996,36,35,35,18,15,11,14.66666667,0.014666667,Branched,1,17,NA,NA,17,9.49,9.27,11.31,11.09,1.82,1.823661913,4.85,5,3.176338087,2.218,2.918455072,0.364732383,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7198,Free,Sand,Small,6,5996,36,35,35,18,15,11,14.66666667,0.014666667,Branched,1,17,NA,NA,17,9.49,9.27,11.31,11.09,1.82,1.823661913,4.85,5,3.176338087,2.218,2.918455072,0.364732383,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7199,Free,Sand,Small,6,5996,36,35,35,18,15,11,14.66666667,0.014666667,Branched,1,17,NA,NA,17,9.49,9.27,11.31,11.09,1.82,1.823661913,4.85,5,3.176338087,2.218,2.918455072,0.364732383,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7200,Free,Rubble,Boulder,4,4B,116,116,108,27,41,36,34.66666667,0.034666667,Plate/Massive,NA,NA,NA,NA,NA,287.27,287.05,328.44,328.22,41.17,41.25283569,145.3,150,108.7471643,2.188133333,2.639609059,0.275018905,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,17.47417252,0.564810974,0.078599178,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7201,Free,Rubble,Boulder,4,4B,116,116,108,27,41,36,34.66666667,0.034666667,Plate/Massive,NA,NA,NA,NA,NA,287.27,287.05,328.44,328.22,41.17,41.25283569,145.3,150,108.7471643,2.188133333,2.639609059,0.275018905,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,17.47417252,0.564810974,0.078599178,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7202,Free,Rubble,Boulder,4,4B,116,116,108,27,41,36,34.66666667,0.034666667,Plate/Massive,NA,NA,NA,NA,NA,287.27,287.05,328.44,328.22,41.17,41.25283569,145.3,150,108.7471643,2.188133333,2.639609059,0.275018905,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,17.47417252,0.564810974,0.078599178,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7203,Free,Sand,Large,6,4381,185,185,21,13,12,11,12,0.012,Unbranched,4,NA,NA,NA,NA,41.03,40.81,45.01,44.79,3.98,3.98800792,22.5,20,16.01199208,2.2395,2.548714726,0.199400396,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,11.81877325,0.835078582,0.171817122,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7204,Free,Sand,Large,6,4381,185,185,21,13,12,11,12,0.012,Unbranched,10,NA,NA,NA,NA,41.03,40.81,45.01,44.79,3.98,3.98800792,22.5,20,16.01199208,2.2395,2.548714726,0.199400396,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,11.81877325,0.835078582,0.171817122,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7205,Free,Sand,Large,6,4381,185,185,21,13,12,11,12,0.012,Unbranched,16,NA,NA,NA,NA,41.03,40.81,45.01,44.79,3.98,3.98800792,22.5,20,16.01199208,2.2395,2.548714726,0.199400396,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,11.81877325,0.835078582,0.171817122,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7206,Free,Sand,Medium,6,6M,110,110,16,16,16,15,15.66666667,0.015666667,Unbranched,0,NA,NA,NA,NA,,-0.22,29.94,29.72,29.94,30.00024048,11.25,20,-10.00024048,1.486,0.021999471,1.500012024,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.05267719,1.090241505,0.292858055,Yes,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
7207,Free,Sand,Medium,6,6M,110,110,16,16,16,15,15.66666667,0.015666667,Unbranched,0,NA,NA,NA,NA,,-0.22,29.94,29.72,29.94,30.00024048,11.25,20,-10.00024048,1.486,0.021999471,1.500012024,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.05267719,1.090241505,0.292858055,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7208,Free,Sand,Medium,6,6M,110,110,16,16,16,15,15.66666667,0.015666667,Unbranched,0,NA,NA,NA,NA,,-0.22,29.94,29.72,29.94,30.00024048,11.25,20,-10.00024048,1.486,0.021999471,1.500012024,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.05267719,1.090241505,0.292858055,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7209,Free,Sand,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,3,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.02784583,1.229421268,0.37240302,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7210,Free,Sand,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,10,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.02784583,1.229421268,0.37240302,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7211,Free,Sand,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,17,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.02784583,1.229421268,0.37240302,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7212,Free,Sand,Small,7,5776,40,41,30,12,15,12,13,0.013,Branched,3,10,19,10,13,10.99,10.77,12.86,12.64,1.87,1.873762515,6,5,3.126237485,2.528,3.445035783,0.374752503,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.90963685,0.904668463,0.201646484,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7213,Free,Sand,Small,7,5776,40,41,30,12,15,12,13,0.013,Branched,3,10,19,10,13,10.99,10.77,12.86,12.64,1.87,1.873762515,6,5,3.126237485,2.528,3.445035783,0.374752503,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.90963685,0.904668463,0.201646484,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7214,Free,Sand,Small,7,5776,40,41,30,12,15,12,13,0.013,Branched,3,10,19,10,13,10.99,10.77,12.86,12.64,1.87,1.873762515,6,5,3.126237485,2.528,3.445035783,0.374752503,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.90963685,0.904668463,0.201646484,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7215,Free,Sand,Boulder,4,4B,116,116,108,27,41,36,34.66666667,0.034666667,Plate/Massive,NA,NA,NA,NA,NA,287.27,287.05,328.44,328.22,41.17,41.25283569,145.3,150,108.7471643,2.188133333,2.639609059,0.275018905,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,17.47417252,0.564810974,0.078599178,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7216,Free,Sand,Boulder,4,4B,116,116,108,27,41,36,34.66666667,0.034666667,Plate/Massive,NA,NA,NA,NA,NA,287.27,287.05,328.44,328.22,41.17,41.25283569,145.3,150,108.7471643,2.188133333,2.639609059,0.275018905,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,17.47417252,0.564810974,0.078599178,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7217,Free,Sand,Boulder,4,4B,116,116,108,27,41,36,34.66666667,0.034666667,Plate/Massive,NA,NA,NA,NA,NA,287.27,287.05,328.44,328.22,41.17,41.25283569,145.3,150,108.7471643,2.188133333,2.639609059,0.275018905,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,17.47417252,0.564810974,0.078599178,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7218,Free,Sand,Large,7,4903,185,197,52,15,22,14,17,0.017,Branched,3,29,29,19,25.66666667,116.15,115.93,123.51,123.29,7.36,7.374808616,58.7,30,22.62519138,4.109666667,5.123934557,0.245826954,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.342663471,1.183027991,0.344827419,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7219,Free,Sand,Large,7,4903,185,197,52,15,22,14,17,0.017,Branched,3,29,29,19,25.66666667,116.15,115.93,123.51,123.29,7.36,7.374808616,58.7,30,22.62519138,4.109666667,5.123934557,0.245826954,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.342663471,1.183027991,0.344827419,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7220,Free,Sand,Large,7,4903,185,197,52,15,22,14,17,0.017,Branched,3,29,29,19,25.66666667,116.15,115.93,123.51,123.29,7.36,7.374808616,58.7,30,22.62519138,4.109666667,5.123934557,0.245826954,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.342663471,1.183027991,0.344827419,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7221,Free,Sand,Medium,7,7L,113,143,41,14,18,10,14,0.014,Branched,1,115,NA,NA,115,,-0.22,39.69,39.47,39.69,39.76985787,37.86,30,-9.769857875,1.315666667,0.02251824,1.325661929,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.13037707,0.974258345,0.233862194,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7222,Free,Sand,Medium,7,7L,113,143,41,14,18,10,14,0.014,Branched,1,115,NA,NA,115,,-0.22,39.69,39.47,39.69,39.76985787,37.86,30,-9.769857875,1.315666667,0.02251824,1.325661929,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.13037707,0.974258345,0.233862194,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7223,Free,Sand,Medium,7,7L,113,143,41,14,18,10,14,0.014,Branched,1,115,NA,NA,115,,-0.22,39.69,39.47,39.69,39.76985787,37.86,30,-9.769857875,1.315666667,0.02251824,1.325661929,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,10.13037707,0.974258345,0.233862194,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7224,Free,Sand,Small,8,5995,54,54,31,8,8,7,7.666666667,0.007666667,Branched,4,32,12,10,18,7.06,6.84,7.87,7.65,0.81,0.811629753,3.69,5,4.188370247,1.53,1.633093446,0.162325951,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,18.49894863,0.53352245,0.070132149,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7225,Free,Sand,Small,8,5995,54,54,31,8,8,7,7.666666667,0.007666667,Branched,4,32,12,10,18,7.06,6.84,7.87,7.65,0.81,0.811629753,3.69,5,4.188370247,1.53,1.633093446,0.162325951,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,18.49894863,0.53352245,0.070132149,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7226,Free,Sand,Small,8,5995,54,54,31,8,8,7,7.666666667,0.007666667,Branched,4,32,12,10,18,7.06,6.84,7.87,7.65,0.81,0.811629753,3.69,5,4.188370247,1.53,1.633093446,0.162325951,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,18.49894863,0.53352245,0.070132149,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7227,Free,Rubble,Boulder,5,5B,102,102,98,15,31,20,22,0.022,Plate/Massive,NA,NA,NA,NA,NA,188.13,187.91,218.94,218.72,30.81,30.87199096,95.2,100,69.12800904,2.1872,2.718290352,0.30871991,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,27.53506,0.35843773,0.031654772,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7228,Free,Rubble,Boulder,5,5B,102,102,98,15,31,20,22,0.022,Plate/Massive,NA,NA,NA,NA,NA,188.13,187.91,218.94,218.72,30.81,30.87199096,95.2,100,69.12800904,2.1872,2.718290352,0.30871991,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,27.53506,0.35843773,0.031654772,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7229,Free,Rubble,Boulder,5,5B,102,102,98,15,31,20,22,0.022,Plate/Massive,NA,NA,NA,NA,NA,188.13,187.91,218.94,218.72,30.81,30.87199096,95.2,100,69.12800904,2.1872,2.718290352,0.30871991,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,27.53506,0.35843773,0.031654772,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7230,Free,Sand,Large,8,2L,175,175,20,20,16,15,17,0.017,Unbranched,0,NA,NA,NA,NA,,-0.22,63.65,63.43,63.65,63.77806636,27.8,30,-33.77806636,2.114333333,0.006513102,2.125935545,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.342663471,1.183027991,0.344827419,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7231,Free,Sand,Large,8,2L,175,175,20,20,16,15,17,0.017,Unbranched,0,NA,NA,NA,NA,,-0.22,63.65,63.43,63.65,63.77806636,27.8,30,-33.77806636,2.114333333,0.006513102,2.125935545,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.342663471,1.183027991,0.344827419,Yes,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7232,Free,Sand,Large,8,2L,175,175,20,20,16,15,17,0.017,Unbranched,0,NA,NA,NA,NA,,-0.22,63.65,63.43,63.65,63.77806636,27.8,30,-33.77806636,2.114333333,0.006513102,2.125935545,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,8.342663471,1.183027991,0.344827419,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7233,Free,Sand,Medium,8,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7234,Free,Sand,Medium,8,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7235,Free,Sand,Medium,8,3L,148,148,43,16,17,11,14.66666667,0.014666667,Branched,1,27,NA,NA,27,,-0.22,53.95,53.73,53.95,54.05854957,27.9,23,-31.05854957,2.336086957,0.007083396,2.35037172,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,9.669905167,1.020651623,0.256665095,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7236,Free,Sand,Small,9,5799,76,76,11,11,11,7,9.666666667,0.009666667,Unbranched,0,NA,NA,NA,NA,9.94,9.72,11.55,11.33,1.61,1.613239385,5.32,5,3.386760615,2.266,2.869999124,0.322647877,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,14.67158008,0.672702214,0.111495532,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7237,Free,Sand,Small,9,5799,76,76,11,11,11,7,9.666666667,0.009666667,Unbranched,0,NA,NA,NA,NA,9.94,9.72,11.55,11.33,1.61,1.613239385,5.32,5,3.386760615,2.266,2.869999124,0.322647877,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,14.67158008,0.672702214,0.111495532,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7238,Free,Sand,Small,9,5799,76,76,11,11,11,7,9.666666667,0.009666667,Unbranched,0,NA,NA,NA,NA,9.94,9.72,11.55,11.33,1.61,1.613239385,5.32,5,3.386760615,2.266,2.869999124,0.322647877,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,14.67158008,0.672702214,0.111495532,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
7239,Free,Sand,Boulder,5,5B,102,102,98,15,31,20,22,0.022,Plate/Massive,NA,NA,NA,NA,NA,188.13,187.91,218.94,218.72,30.81,30.87199096,95.2,100,69.12800904,2.1872,2.718290352,0.30871991,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,27.53506,0.35843773,0.031654772,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7240,Free,Sand,Boulder,5,5B,102,102,98,15,31,20,22,0.022,Plate/Massive,NA,NA,NA,NA,NA,188.13,187.91,218.94,218.72,30.81,30.87199096,95.2,100,69.12800904,2.1872,2.718290352,0.30871991,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,27.53506,0.35843773,0.031654772,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7241,Free,Sand,Boulder,5,5B,102,102,98,15,31,20,22,0.022,Plate/Massive,NA,NA,NA,NA,NA,188.13,187.91,218.94,218.72,30.81,30.87199096,95.2,100,69.12800904,2.1872,2.718290352,0.30871991,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,27.53506,0.35843773,0.031654772,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7242,Free,Sand,Large,9,1L,160,160,78,14,13,10,12.33333333,0.012333333,Unbranched,0,NA,NA,NA,NA,,-0.22,40.63,40.41,40.63,40.71174919,21.2,17,-23.71174919,2.377058824,0.009278101,2.394808776,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,11.49934726,0.858275186,0.181495083,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7243,Free,Sand,Large,9,1L,160,160,78,14,13,10,12.33333333,0.012333333,Unbranched,0,NA,NA,NA,NA,,-0.22,40.63,40.41,40.63,40.71174919,21.2,17,-23.71174919,2.377058824,0.009278101,2.394808776,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,11.49934726,0.858275186,0.181495083,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7244,Free,Sand,Large,9,1L,160,160,78,14,13,10,12.33333333,0.012333333,Unbranched,0,NA,NA,NA,NA,,-0.22,40.63,40.41,40.63,40.71174919,21.2,17,-23.71174919,2.377058824,0.009278101,2.394808776,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,11.49934726,0.858275186,0.181495083,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7245,Free,Sand,Large,9,6L,157,157,124,21,24,14,19.66666667,0.019666667,Branched,3,14,67,26,35.66666667,,-0.22,97.57,97.35,97.57,97.76631476,43.5,50,-47.76631476,1.947,0.004605756,1.955326295,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,7.211454742,1.368601032,0.461493382,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
7246,Free,Sand,Large,9,6L,157,157,124,21,24,14,19.66666667,0.019666667,Branched,3,14,67,26,35.66666667,,-0.22,97.57,97.35,97.57,97.76631476,43.5,50,-47.76631476,1.947,0.004605756,1.955326295,1,0.13,0.42,0.207019668,0.141825279,0.140639899,0.13,1,0.42,7.211454742,1.368601032,0.461493382,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
