Run,locking,substrate,size,pieceno,unique,axial_length_mm,widest_span_mm,width_ways_span,thickness_1,thickness_2,thickness_3,avg_thickness,avg_thickness_m,branched,no_branches,branch_1,branch_2,branch_3,avg_branch,dry_weight,dry_weight_corr,wet_weight,wet_weight_corr,mass_water,vol_water_in_voids,buoyant_weight,wet_coral_vol,dry_coral_vol,coral_wet_dens,coral_dry_dens,porosity,wave_period,wave_height_m,water_depth_m,E_value,calculated velocity_corrected,linear_wave_theory_velocity,Hs,T,depth_m,KC,FItoFD,24overKC2,InertiaSig,MaximumFrom,rock,walk_slide,flip,transport_after_slide_or_flip,movement_at_all,transport,greatest_movement_type-no_transport,greatest_movement_type-no_transport_walk_slide_combined,greatest_movement_type-transport,Waves,Remove_for_flip_analysis_but_not_movement_analysis
4344,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.07,0.42,0.138013112,0.121993177,0.126204633,0.07,1.5,0.42,10.35791106,0.952856647,0.223700465,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4345,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.09,0.42,0.138013112,0.156848371,0.1622631,0.09,1.5,0.42,13.31731427,0.741110723,0.135324972,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4346,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.09,0.42,0.138013112,0.156848371,0.1622631,0.09,1.5,0.42,13.31731427,0.741110723,0.135324972,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4347,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.09,0.42,0.138013112,0.156848371,0.1622631,0.09,1.5,0.42,13.31731427,0.741110723,0.135324972,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4348,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.11,0.42,0.138013112,0.191703564,0.198321566,0.11,1.5,0.42,16.27671739,0.60636332,0.090589444,No,Inertia,0,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
4349,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.11,0.42,0.138013112,0.191703564,0.198321566,0.11,1.5,0.42,16.27671739,0.60636332,0.090589444,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4350,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.11,0.42,0.138013112,0.191703564,0.198321566,0.11,1.5,0.42,16.27671739,0.60636332,0.090589444,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4351,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.13,0.42,0.138013112,0.226558758,0.234380033,0.13,1.5,0.42,19.2361206,0.513076654,0.064859898,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4352,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.13,0.42,0.138013112,0.226558758,0.234380033,0.13,1.5,0.42,19.2361206,0.513076654,0.064859898,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4353,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.13,0.42,0.138013112,0.226558758,0.234380033,0.13,1.5,0.42,19.2361206,0.513076654,0.064859898,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4354,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.15,0.42,0.138013112,0.261413951,0.2704385,0.15,1.5,0.42,22.19552372,0.444666435,0.04871699,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4355,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.15,0.42,0.138013112,0.261413951,0.2704385,0.15,1.5,0.42,22.19552372,0.444666435,0.04871699,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4356,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.15,0.42,0.138013112,0.261413951,0.2704385,0.15,1.5,0.42,22.19552372,0.444666435,0.04871699,No,Inertia,1,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
4357,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.19,0.42,0.138013112,0.331124339,0.342555433,0.19,1.5,0.42,28.11433014,0.351052447,0.030363775,No,Inertia,0,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
4358,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.19,0.42,0.138013112,0.331124339,0.342555433,0.19,1.5,0.42,28.11433014,0.351052447,0.030363775,No,Inertia,1,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
4359,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,1.5,0.19,0.42,0.138013112,0.331124339,0.342555433,0.19,1.5,0.42,28.11433014,0.351052447,0.030363775,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4360,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.03,0.42,0.103509834,0.060577132,0.062170478,0.03,2,0.42,6.857788399,1.439181822,0.510320577,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4361,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.03,0.42,0.103509834,0.060577132,0.062170478,0.03,2,0.42,6.857788399,1.439181822,0.510320577,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4362,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.03,0.42,0.103509834,0.060577132,0.062170478,0.03,2,0.42,6.857788399,1.439181822,0.510320577,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4363,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.04,0.42,0.103509834,0.080769509,0.08289397,0.04,2,0.42,9.143717827,1.079386371,0.287055327,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4364,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.04,0.42,0.103509834,0.080769509,0.08289397,0.04,2,0.42,9.143717827,1.079386371,0.287055327,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4365,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.04,0.42,0.103509834,0.080769509,0.08289397,0.04,2,0.42,9.143717827,1.079386371,0.287055327,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4366,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.05,0.42,0.103509834,0.100961887,0.103617463,0.05,2,0.42,11.42964737,0.86350909,0.183715407,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4367,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.05,0.42,0.103509834,0.100961887,0.103617463,0.05,2,0.42,11.42964737,0.86350909,0.183715407,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4368,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.05,0.42,0.103509834,0.100961887,0.103617463,0.05,2,0.42,11.42964737,0.86350909,0.183715407,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4369,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.06,0.42,0.103509834,0.121154264,0.124340956,0.06,2,0.42,13.7155768,0.719590911,0.127580144,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4370,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.06,0.42,0.103509834,0.121154264,0.124340956,0.06,2,0.42,13.7155768,0.719590911,0.127580144,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4371,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.06,0.42,0.103509834,0.121154264,0.124340956,0.06,2,0.42,13.7155768,0.719590911,0.127580144,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4372,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.07,0.42,0.103509834,0.141346642,0.145064448,0.07,2,0.42,16.00150634,0.616792206,0.09373235,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4373,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.07,0.42,0.103509834,0.141346642,0.145064448,0.07,2,0.42,16.00150634,0.616792206,0.09373235,No,Inertia,1,0,0,0,1,0,Rock,Rock,Rock,Regular,No_original
4374,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.07,0.42,0.103509834,0.141346642,0.145064448,0.07,2,0.42,16.00150634,0.616792206,0.09373235,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4375,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,20.5733652,0.479727274,0.056702286,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4376,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,20.5733652,0.479727274,0.056702286,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4377,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.09,0.42,0.103509834,0.181731396,0.186511434,0.09,2,0.42,20.5733652,0.479727274,0.056702286,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4378,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.11,0.42,0.103509834,0.222116151,0.227958419,0.11,2,0.42,25.14522417,0.392504133,0.037957729,No,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4379,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.11,0.42,0.103509834,0.222116151,0.227958419,0.11,2,0.42,25.14522417,0.392504133,0.037957729,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4380,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.11,0.42,0.103509834,0.222116151,0.227958419,0.11,2,0.42,25.14522417,0.392504133,0.037957729,No,Inertia,0,0,1,0,1,1,Flip,Flip,Flip,Regular,No_original
4381,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.13,0.42,0.103509834,0.262500906,0.269405404,0.13,2,0.42,29.71708314,0.332118881,0.027176835,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4382,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.13,0.42,0.103509834,0.262500906,0.269405404,0.13,2,0.42,29.71708314,0.332118881,0.027176835,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4383,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.13,0.42,0.103509834,0.262500906,0.269405404,0.13,2,0.42,29.71708314,0.332118881,0.027176835,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4384,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,34.28894199,0.287836364,0.020412823,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4385,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,34.28894199,0.287836364,0.020412823,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4386,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.15,0.42,0.103509834,0.30288566,0.310852389,0.15,2,0.42,34.28894199,0.287836364,0.020412823,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4387,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.19,0.42,0.103509834,0.38365517,0.39374636,0.19,2,0.42,43.43265994,0.227239235,0.012722674,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4388,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.19,0.42,0.103509834,0.38365517,0.39374636,0.19,2,0.42,43.43265994,0.227239235,0.012722674,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4389,Free,Rubble,XL,6,5264,268,268,18,17,18,18,17.66666667,0.017666667,Unbranched,0,NA,NA,NA,NA,112.13,111.91,122.18,121.96,10.05,10.070221,62.06,50,39.929779,2.4392,2.802670158,0.20140442,2,0.19,0.42,0.103509834,0.38365517,0.39374636,0.19,2,0.42,43.43265994,0.227239235,0.012722674,No,Inertia,0,0,1,1,1,1,Flip,Flip,Flip_then_Transport,Regular,No_original
4390,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.04,0.42,0.207019668,0.043638547,0.043273815,0.04,1,0.42,2.727409188,3.618673885,3.226343796,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4391,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.04,0.42,0.207019668,0.043638547,0.043273815,0.04,1,0.42,2.727409188,3.618673885,3.226343796,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4392,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.04,0.42,0.207019668,0.043638547,0.043273815,0.04,1,0.42,2.727409188,3.618673885,3.226343796,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4393,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.05,0.42,0.207019668,0.054548184,0.054092269,0.05,1,0.42,3.4092615,2.894939095,2.06486001,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4394,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.05,0.42,0.207019668,0.054548184,0.054092269,0.05,1,0.42,3.4092615,2.894939095,2.06486001,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4395,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.05,0.42,0.207019668,0.054548184,0.054092269,0.05,1,0.42,3.4092615,2.894939095,2.06486001,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4396,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.06,0.42,0.207019668,0.065457821,0.064910723,0.06,1,0.42,4.091113813,2.412449238,1.433930554,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4397,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.06,0.42,0.207019668,0.065457821,0.064910723,0.06,1,0.42,4.091113813,2.412449238,1.433930554,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4398,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.06,0.42,0.207019668,0.065457821,0.064910723,0.06,1,0.42,4.091113813,2.412449238,1.433930554,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4399,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.07,0.42,0.207019668,0.076367458,0.075729177,0.07,1,0.42,4.772966125,2.067813628,1.053499994,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4400,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.07,0.42,0.207019668,0.076367458,0.075729177,0.07,1,0.42,4.772966125,2.067813628,1.053499994,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4401,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.07,0.42,0.207019668,0.076367458,0.075729177,0.07,1,0.42,4.772966125,2.067813628,1.053499994,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4402,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.09,0.42,0.207019668,0.098186732,0.097366084,0.09,1,0.42,6.13667075,1.608299484,0.637302462,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4403,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.09,0.42,0.207019668,0.098186732,0.097366084,0.09,1,0.42,6.13667075,1.608299484,0.637302462,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4404,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.09,0.42,0.207019668,0.098186732,0.097366084,0.09,1,0.42,6.13667075,1.608299484,0.637302462,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4405,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.11,0.42,0.207019668,0.120006005,0.119002992,0.11,1,0.42,7.500375313,1.315881405,0.426623968,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4406,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.11,0.42,0.207019668,0.120006005,0.119002992,0.11,1,0.42,7.500375313,1.315881405,0.426623968,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
4407,Free,Rubble,XL,1,5265,240,240,20,14,20,14,16,0.016,Unbranched,0,NA,NA,NA,NA,99.39,99.17,110.81,110.59,11.42,11.4429775,54.1,70,58.5570225,1.579857143,1.693562886,0.163471107,1,0.11,0.42,0.207019668,0.120006005,0.119002992,0.11,1,0.42,7.500375313,1.315881405,0.426623968,Yes,Inertia,0,0,0,0,0,0,None,None,None,Regular,No_original
